Date,County,State,Cases,Deaths
21/01/2020,Snohomish,Washington,1,0
22/01/2020,Snohomish,Washington,1,0
23/01/2020,Snohomish,Washington,1,0
24/01/2020,Cook,Illinois,1,0
24/01/2020,Snohomish,Washington,1,0
25/01/2020,Orange,California,1,0
25/01/2020,Cook,Illinois,1,0
25/01/2020,Snohomish,Washington,1,0
26/01/2020,Maricopa,Arizona,1,0
26/01/2020,Los Angeles,California,1,0
26/01/2020,Orange,California,1,0
26/01/2020,Cook,Illinois,1,0
26/01/2020,Snohomish,Washington,1,0
27/01/2020,Maricopa,Arizona,1,0
27/01/2020,Los Angeles,California,1,0
27/01/2020,Orange,California,1,0
27/01/2020,Cook,Illinois,1,0
27/01/2020,Snohomish,Washington,1,0
28/01/2020,Maricopa,Arizona,1,0
28/01/2020,Los Angeles,California,1,0
28/01/2020,Orange,California,1,0
28/01/2020,Cook,Illinois,1,0
28/01/2020,Snohomish,Washington,1,0
29/01/2020,Maricopa,Arizona,1,0
29/01/2020,Los Angeles,California,1,0
29/01/2020,Orange,California,1,0
29/01/2020,Cook,Illinois,1,0
29/01/2020,Snohomish,Washington,1,0
30/01/2020,Maricopa,Arizona,1,0
30/01/2020,Los Angeles,California,1,0
30/01/2020,Orange,California,1,0
30/01/2020,Cook,Illinois,2,0
30/01/2020,Snohomish,Washington,1,0
31/01/2020,Maricopa,Arizona,1,0
31/01/2020,Los Angeles,California,1,0
31/01/2020,Orange,California,1,0
31/01/2020,Santa Clara,California,1,0
31/01/2020,Cook,Illinois,2,0
31/01/2020,Snohomish,Washington,1,0
1/2/2020,Maricopa,Arizona,1,0
1/2/2020,Los Angeles,California,1,0
1/2/2020,Orange,California,1,0
1/2/2020,Santa Clara,California,1,0
1/2/2020,Cook,Illinois,2,0
1/2/2020,Suffolk,Massachusetts,1,0
1/2/2020,Snohomish,Washington,1,0
2/2/2020,Maricopa,Arizona,1,0
2/2/2020,Los Angeles,California,1,0
2/2/2020,Orange,California,1,0
2/2/2020,San Francisco,California,2,0
2/2/2020,Santa Clara,California,2,0
2/2/2020,Cook,Illinois,2,0
2/2/2020,Suffolk,Massachusetts,1,0
2/2/2020,Snohomish,Washington,1,0
3/2/2020,Maricopa,Arizona,1,0
3/2/2020,Los Angeles,California,1,0
3/2/2020,Orange,California,1,0
3/2/2020,San Francisco,California,2,0
3/2/2020,Santa Clara,California,2,0
3/2/2020,Cook,Illinois,2,0
3/2/2020,Suffolk,Massachusetts,1,0
3/2/2020,Snohomish,Washington,1,0
4/2/2020,Maricopa,Arizona,1,0
4/2/2020,Los Angeles,California,1,0
4/2/2020,Orange,California,1,0
4/2/2020,San Francisco,California,2,0
4/2/2020,Santa Clara,California,2,0
4/2/2020,Cook,Illinois,2,0
4/2/2020,Suffolk,Massachusetts,1,0
4/2/2020,Snohomish,Washington,1,0
5/2/2020,Maricopa,Arizona,1,0
5/2/2020,Los Angeles,California,1,0
5/2/2020,Orange,California,1,0
5/2/2020,San Francisco,California,2,0
5/2/2020,Santa Clara,California,2,0
5/2/2020,Cook,Illinois,2,0
5/2/2020,Suffolk,Massachusetts,1,0
5/2/2020,Snohomish,Washington,1,0
5/2/2020,Dane,Wisconsin,1,0
6/2/2020,Maricopa,Arizona,1,0
6/2/2020,Los Angeles,California,1,0
6/2/2020,Orange,California,1,0
6/2/2020,San Francisco,California,2,0
6/2/2020,Santa Clara,California,2,0
6/2/2020,Cook,Illinois,2,0
6/2/2020,Suffolk,Massachusetts,1,0
6/2/2020,Snohomish,Washington,1,0
6/2/2020,Dane,Wisconsin,1,0
7/2/2020,Maricopa,Arizona,1,0
7/2/2020,Los Angeles,California,1,0
7/2/2020,Orange,California,1,0
7/2/2020,San Francisco,California,2,0
7/2/2020,Santa Clara,California,2,0
7/2/2020,Cook,Illinois,2,0
7/2/2020,Suffolk,Massachusetts,1,0
7/2/2020,Snohomish,Washington,1,0
7/2/2020,Dane,Wisconsin,1,0
8/2/2020,Maricopa,Arizona,1,0
8/2/2020,Los Angeles,California,1,0
8/2/2020,Orange,California,1,0
8/2/2020,San Francisco,California,2,0
8/2/2020,Santa Clara,California,2,0
8/2/2020,Cook,Illinois,2,0
8/2/2020,Suffolk,Massachusetts,1,0
8/2/2020,Snohomish,Washington,1,0
8/2/2020,Dane,Wisconsin,1,0
9/2/2020,Maricopa,Arizona,1,0
9/2/2020,Los Angeles,California,1,0
9/2/2020,Orange,California,1,0
9/2/2020,San Francisco,California,2,0
9/2/2020,Santa Clara,California,2,0
9/2/2020,Cook,Illinois,2,0
9/2/2020,Suffolk,Massachusetts,1,0
9/2/2020,Snohomish,Washington,1,0
9/2/2020,Dane,Wisconsin,1,0
10/2/2020,Maricopa,Arizona,1,0
10/2/2020,Los Angeles,California,1,0
10/2/2020,Orange,California,1,0
10/2/2020,San Diego,California,1,0
10/2/2020,San Francisco,California,2,0
10/2/2020,Santa Clara,California,2,0
10/2/2020,Cook,Illinois,2,0
10/2/2020,Suffolk,Massachusetts,1,0
10/2/2020,Snohomish,Washington,1,0
10/2/2020,Dane,Wisconsin,1,0
11/2/2020,Maricopa,Arizona,1,0
11/2/2020,Los Angeles,California,1,0
11/2/2020,Orange,California,1,0
11/2/2020,San Diego,California,1,0
11/2/2020,San Francisco,California,2,0
11/2/2020,Santa Clara,California,2,0
11/2/2020,Cook,Illinois,2,0
11/2/2020,Suffolk,Massachusetts,1,0
11/2/2020,Snohomish,Washington,1,0
11/2/2020,Dane,Wisconsin,1,0
12/2/2020,Maricopa,Arizona,1,0
12/2/2020,Los Angeles,California,1,0
12/2/2020,Orange,California,1,0
12/2/2020,San Diego,California,1,0
12/2/2020,San Francisco,California,2,0
12/2/2020,Santa Clara,California,2,0
12/2/2020,Cook,Illinois,2,0
12/2/2020,Suffolk,Massachusetts,1,0
12/2/2020,Bexar,Texas,1,0
12/2/2020,Snohomish,Washington,1,0
12/2/2020,Dane,Wisconsin,1,0
13/02/2020,Maricopa,Arizona,1,0
13/02/2020,Los Angeles,California,1,0
13/02/2020,Orange,California,1,0
13/02/2020,San Diego,California,1,0
13/02/2020,San Francisco,California,2,0
13/02/2020,Santa Clara,California,2,0
13/02/2020,Cook,Illinois,2,0
13/02/2020,Suffolk,Massachusetts,1,0
13/02/2020,Bexar,Texas,2,0
13/02/2020,Snohomish,Washington,1,0
13/02/2020,Dane,Wisconsin,1,0
14/02/2020,Maricopa,Arizona,1,0
14/02/2020,Los Angeles,California,1,0
14/02/2020,Orange,California,1,0
14/02/2020,San Diego,California,1,0
14/02/2020,San Francisco,California,2,0
14/02/2020,Santa Clara,California,2,0
14/02/2020,Cook,Illinois,2,0
14/02/2020,Suffolk,Massachusetts,1,0
14/02/2020,Bexar,Texas,2,0
14/02/2020,Snohomish,Washington,1,0
14/02/2020,Dane,Wisconsin,1,0
15/02/2020,Maricopa,Arizona,1,0
15/02/2020,Los Angeles,California,1,0
15/02/2020,Orange,California,1,0
15/02/2020,San Diego,California,1,0
15/02/2020,San Francisco,California,2,0
15/02/2020,Santa Clara,California,2,0
15/02/2020,Cook,Illinois,2,0
15/02/2020,Suffolk,Massachusetts,1,0
15/02/2020,Bexar,Texas,2,0
15/02/2020,Snohomish,Washington,1,0
15/02/2020,Dane,Wisconsin,1,0
16/02/2020,Maricopa,Arizona,1,0
16/02/2020,Los Angeles,California,1,0
16/02/2020,Orange,California,1,0
16/02/2020,San Diego,California,1,0
16/02/2020,San Francisco,California,2,0
16/02/2020,Santa Clara,California,2,0
16/02/2020,Cook,Illinois,2,0
16/02/2020,Suffolk,Massachusetts,1,0
16/02/2020,Bexar,Texas,2,0
16/02/2020,Snohomish,Washington,1,0
16/02/2020,Dane,Wisconsin,1,0
17/02/2020,Maricopa,Arizona,1,0
17/02/2020,Los Angeles,California,1,0
17/02/2020,Orange,California,1,0
17/02/2020,San Diego,California,1,0
17/02/2020,San Francisco,California,2,0
17/02/2020,Santa Clara,California,2,0
17/02/2020,Cook,Illinois,2,0
17/02/2020,Suffolk,Massachusetts,1,0
17/02/2020,Douglas,Nebraska,10,0
17/02/2020,Bexar,Texas,2,0
17/02/2020,Snohomish,Washington,1,0
17/02/2020,Dane,Wisconsin,1,0
18/02/2020,Maricopa,Arizona,1,0
18/02/2020,Los Angeles,California,1,0
18/02/2020,Orange,California,1,0
18/02/2020,San Diego,California,1,0
18/02/2020,San Francisco,California,2,0
18/02/2020,Santa Clara,California,2,0
18/02/2020,Cook,Illinois,2,0
18/02/2020,Suffolk,Massachusetts,1,0
18/02/2020,Douglas,Nebraska,10,0
18/02/2020,Bexar,Texas,2,0
18/02/2020,Snohomish,Washington,1,0
18/02/2020,Dane,Wisconsin,1,0
19/02/2020,Maricopa,Arizona,1,0
19/02/2020,Los Angeles,California,1,0
19/02/2020,Orange,California,1,0
19/02/2020,San Diego,California,1,0
19/02/2020,San Francisco,California,2,0
19/02/2020,Santa Clara,California,2,0
19/02/2020,Cook,Illinois,2,0
19/02/2020,Suffolk,Massachusetts,1,0
19/02/2020,Douglas,Nebraska,10,0
19/02/2020,Bexar,Texas,2,0
19/02/2020,Snohomish,Washington,1,0
19/02/2020,Dane,Wisconsin,1,0
20/02/2020,Maricopa,Arizona,1,0
20/02/2020,Humboldt,California,1,0
20/02/2020,Los Angeles,California,1,0
20/02/2020,Orange,California,1,0
20/02/2020,San Diego,California,1,0
20/02/2020,San Francisco,California,2,0
20/02/2020,Santa Clara,California,2,0
20/02/2020,Cook,Illinois,2,0
20/02/2020,Suffolk,Massachusetts,1,0
20/02/2020,Douglas,Nebraska,11,0
20/02/2020,Bexar,Texas,2,0
20/02/2020,Snohomish,Washington,1,0
20/02/2020,Dane,Wisconsin,1,0
21/02/2020,Maricopa,Arizona,1,0
21/02/2020,Humboldt,California,1,0
21/02/2020,Los Angeles,California,1,0
21/02/2020,Orange,California,1,0
21/02/2020,Sacramento,California,1,0
21/02/2020,San Diego,California,1,0
21/02/2020,San Francisco,California,2,0
21/02/2020,Santa Clara,California,2,0
21/02/2020,Cook,Illinois,2,0
21/02/2020,Suffolk,Massachusetts,1,0
21/02/2020,Douglas,Nebraska,11,0
21/02/2020,Bexar,Texas,4,0
21/02/2020,Snohomish,Washington,1,0
21/02/2020,Dane,Wisconsin,1,0
22/02/2020,Maricopa,Arizona,1,0
22/02/2020,Humboldt,California,1,0
22/02/2020,Los Angeles,California,1,0
22/02/2020,Orange,California,1,0
22/02/2020,Sacramento,California,1,0
22/02/2020,San Diego,California,1,0
22/02/2020,San Francisco,California,2,0
22/02/2020,Santa Clara,California,2,0
22/02/2020,Cook,Illinois,2,0
22/02/2020,Suffolk,Massachusetts,1,0
22/02/2020,Douglas,Nebraska,11,0
22/02/2020,Bexar,Texas,4,0
22/02/2020,Snohomish,Washington,1,0
22/02/2020,Dane,Wisconsin,1,0
23/02/2020,Maricopa,Arizona,1,0
23/02/2020,Humboldt,California,1,0
23/02/2020,Los Angeles,California,1,0
23/02/2020,Orange,California,1,0
23/02/2020,Sacramento,California,1,0
23/02/2020,San Diego,California,1,0
23/02/2020,San Francisco,California,2,0
23/02/2020,Santa Clara,California,2,0
23/02/2020,Cook,Illinois,2,0
23/02/2020,Suffolk,Massachusetts,1,0
23/02/2020,Douglas,Nebraska,11,0
23/02/2020,Bexar,Texas,4,0
23/02/2020,Snohomish,Washington,1,0
23/02/2020,Dane,Wisconsin,1,0
24/02/2020,Maricopa,Arizona,1,0
24/02/2020,Humboldt,California,1,0
24/02/2020,Los Angeles,California,1,0
24/02/2020,Orange,California,1,0
24/02/2020,Sacramento,California,1,0
24/02/2020,San Diego,California,1,0
24/02/2020,San Francisco,California,3,0
24/02/2020,Santa Clara,California,2,0
24/02/2020,Solano,California,1,0
24/02/2020,Cook,Illinois,2,0
24/02/2020,Suffolk,Massachusetts,1,0
24/02/2020,Douglas,Nebraska,12,0
24/02/2020,Bexar,Texas,10,0
24/02/2020,Snohomish,Washington,1,0
24/02/2020,Spokane,Washington,4,0
24/02/2020,Dane,Wisconsin,1,0
25/02/2020,Maricopa,Arizona,1,0
25/02/2020,Humboldt,California,1,0
25/02/2020,Los Angeles,California,1,0
25/02/2020,Orange,California,1,0
25/02/2020,Sacramento,California,1,0
25/02/2020,San Diego,California,1,0
25/02/2020,San Francisco,California,3,0
25/02/2020,Santa Clara,California,2,0
25/02/2020,Solano,California,1,0
25/02/2020,Cook,Illinois,2,0
25/02/2020,Suffolk,Massachusetts,1,0
25/02/2020,Douglas,Nebraska,13,0
25/02/2020,Bexar,Texas,10,0
25/02/2020,Salt Lake,Utah,1,0
25/02/2020,Snohomish,Washington,1,0
25/02/2020,Spokane,Washington,4,0
25/02/2020,Dane,Wisconsin,1,0
26/02/2020,Maricopa,Arizona,1,0
26/02/2020,Humboldt,California,1,0
26/02/2020,Los Angeles,California,1,0
26/02/2020,Marin,California,1,0
26/02/2020,Napa,California,1,0
26/02/2020,Orange,California,1,0
26/02/2020,Sacramento,California,3,0
26/02/2020,San Diego,California,1,0
26/02/2020,San Francisco,California,3,0
26/02/2020,Santa Clara,California,2,0
26/02/2020,Solano,California,11,0
26/02/2020,Sonoma,California,1,0
26/02/2020,Cook,Illinois,2,0
26/02/2020,Suffolk,Massachusetts,1,0
26/02/2020,Douglas,Nebraska,13,0
26/02/2020,Bexar,Texas,10,0
26/02/2020,Salt Lake,Utah,1,0
26/02/2020,Snohomish,Washington,1,0
26/02/2020,Spokane,Washington,4,0
26/02/2020,Dane,Wisconsin,1,0
27/02/2020,Maricopa,Arizona,1,0
27/02/2020,Humboldt,California,1,0
27/02/2020,Los Angeles,California,1,0
27/02/2020,Marin,California,1,0
27/02/2020,Napa,California,1,0
27/02/2020,Orange,California,1,0
27/02/2020,Sacramento,California,3,0
27/02/2020,San Diego,California,1,0
27/02/2020,San Francisco,California,3,0
27/02/2020,Santa Clara,California,2,0
27/02/2020,Solano,California,11,0
27/02/2020,Sonoma,California,1,0
27/02/2020,Cook,Illinois,2,0
27/02/2020,Suffolk,Massachusetts,1,0
27/02/2020,Douglas,Nebraska,13,0
27/02/2020,Bexar,Texas,10,0
27/02/2020,Salt Lake,Utah,1,0
27/02/2020,Snohomish,Washington,1,0
27/02/2020,Spokane,Washington,4,0
27/02/2020,Dane,Wisconsin,1,0
28/02/2020,Maricopa,Arizona,1,0
28/02/2020,Humboldt,California,1,0
28/02/2020,Los Angeles,California,1,0
28/02/2020,Marin,California,1,0
28/02/2020,Napa,California,1,0
28/02/2020,Orange,California,1,0
28/02/2020,Sacramento,California,3,0
28/02/2020,San Diego,California,1,0
28/02/2020,San Francisco,California,3,0
28/02/2020,Santa Clara,California,3,0
28/02/2020,Solano,California,11,0
28/02/2020,Sonoma,California,1,0
28/02/2020,Cook,Illinois,2,0
28/02/2020,Suffolk,Massachusetts,1,0
28/02/2020,Douglas,Nebraska,13,0
28/02/2020,Washington,Oregon,1,0
28/02/2020,Bexar,Texas,11,0
28/02/2020,Salt Lake,Utah,1,0
28/02/2020,King,Washington,1,0
28/02/2020,Snohomish,Washington,2,0
28/02/2020,Spokane,Washington,4,0
28/02/2020,Dane,Wisconsin,1,0
29/02/2020,Maricopa,Arizona,1,0
29/02/2020,Humboldt,California,1,0
29/02/2020,Los Angeles,California,1,0
29/02/2020,Marin,California,1,0
29/02/2020,Napa,California,1,0
29/02/2020,Orange,California,1,0
29/02/2020,Sacramento,California,3,0
29/02/2020,San Diego,California,1,0
29/02/2020,San Francisco,California,3,0
29/02/2020,Santa Clara,California,4,0
29/02/2020,Solano,California,11,0
29/02/2020,Sonoma,California,1,0
29/02/2020,Cook,Illinois,3,0
29/02/2020,Suffolk,Massachusetts,1,0
29/02/2020,Douglas,Nebraska,13,0
29/02/2020,Washington,Oregon,1,0
29/02/2020,Bexar,Texas,11,0
29/02/2020,Salt Lake,Utah,1,0
29/02/2020,King,Washington,4,1
29/02/2020,Snohomish,Washington,2,0
29/02/2020,Spokane,Washington,4,0
29/02/2020,Dane,Wisconsin,1,0
1/3/2020,Maricopa,Arizona,1,0
1/3/2020,Alameda,California,1,0
1/3/2020,Humboldt,California,1,0
1/3/2020,Los Angeles,California,1,0
1/3/2020,Marin,California,1,0
1/3/2020,Napa,California,1,0
1/3/2020,Orange,California,1,0
1/3/2020,Sacramento,California,3,0
1/3/2020,San Diego,California,1,0
1/3/2020,San Francisco,California,3,0
1/3/2020,Santa Clara,California,7,0
1/3/2020,Solano,California,12,0
1/3/2020,Sonoma,California,1,0
1/3/2020,Hillsborough,Florida,1,0
1/3/2020,Manatee,Florida,1,0
1/3/2020,Cook,Illinois,3,0
1/3/2020,Suffolk,Massachusetts,1,0
1/3/2020,Douglas,Nebraska,13,0
1/3/2020,New York City,New York,1,0
1/3/2020,Washington,Oregon,2,0
1/3/2020,Unknown,Rhode Island,2,0
1/3/2020,Bexar,Texas,11,0
1/3/2020,Salt Lake,Utah,1,0
1/3/2020,King,Washington,11,3
1/3/2020,Snohomish,Washington,2,0
1/3/2020,Spokane,Washington,4,0
1/3/2020,Dane,Wisconsin,1,0
2/3/2020,Maricopa,Arizona,1,0
2/3/2020,Alameda,California,1,0
2/3/2020,Humboldt,California,1,0
2/3/2020,Los Angeles,California,1,0
2/3/2020,Marin,California,1,0
2/3/2020,Napa,California,1,0
2/3/2020,Orange,California,1,0
2/3/2020,Placer,California,1,0
2/3/2020,Sacramento,California,3,0
2/3/2020,San Diego,California,1,0
2/3/2020,San Francisco,California,3,0
2/3/2020,San Mateo,California,1,0
2/3/2020,Santa Clara,California,9,0
2/3/2020,Solano,California,12,0
2/3/2020,Sonoma,California,2,0
2/3/2020,Hillsborough,Florida,1,0
2/3/2020,Manatee,Florida,1,0
2/3/2020,Fulton,Georgia,2,0
2/3/2020,Cook,Illinois,4,0
2/3/2020,Norfolk,Massachusetts,1,0
2/3/2020,Suffolk,Massachusetts,1,0
2/3/2020,Douglas,Nebraska,13,0
2/3/2020,Grafton,New Hampshire,1,0
2/3/2020,New York City,New York,1,0
2/3/2020,Washington,Oregon,2,0
2/3/2020,Unknown,Rhode Island,2,0
2/3/2020,Bexar,Texas,11,0
2/3/2020,Salt Lake,Utah,1,0
2/3/2020,King,Washington,15,6
2/3/2020,Snohomish,Washington,3,0
2/3/2020,Spokane,Washington,4,0
2/3/2020,Walla Walla,Washington,1,0
2/3/2020,Dane,Wisconsin,1,0
3/3/2020,Maricopa,Arizona,2,0
3/3/2020,Alameda,California,2,0
3/3/2020,Contra Costa,California,1,0
3/3/2020,Humboldt,California,1,0
3/3/2020,Los Angeles,California,1,0
3/3/2020,Marin,California,1,0
3/3/2020,Napa,California,1,0
3/3/2020,Orange,California,3,0
3/3/2020,Placer,California,2,0
3/3/2020,Sacramento,California,3,0
3/3/2020,San Diego,California,1,0
3/3/2020,San Francisco,California,3,0
3/3/2020,San Mateo,California,1,0
3/3/2020,Santa Clara,California,11,0
3/3/2020,Solano,California,12,0
3/3/2020,Sonoma,California,2,0
3/3/2020,Hillsborough,Florida,2,0
3/3/2020,Manatee,Florida,1,0
3/3/2020,Fulton,Georgia,2,0
3/3/2020,Cook,Illinois,4,0
3/3/2020,Norfolk,Massachusetts,1,0
3/3/2020,Suffolk,Massachusetts,1,0
3/3/2020,Douglas,Nebraska,13,0
3/3/2020,Grafton,New Hampshire,2,0
3/3/2020,New York City,New York,2,0
3/3/2020,Wake,North Carolina,1,0
3/3/2020,Washington,Oregon,2,0
3/3/2020,Unknown,Rhode Island,2,0
3/3/2020,Bexar,Texas,11,0
3/3/2020,Salt Lake,Utah,1,0
3/3/2020,King,Washington,22,10
3/3/2020,Snohomish,Washington,5,0
3/3/2020,Spokane,Washington,4,0
3/3/2020,Walla Walla,Washington,1,0
3/3/2020,Dane,Wisconsin,1,0
4/3/2020,Maricopa,Arizona,2,0
4/3/2020,Alameda,California,2,0
4/3/2020,Contra Costa,California,1,0
4/3/2020,Humboldt,California,1,0
4/3/2020,Los Angeles,California,7,0
4/3/2020,Marin,California,1,0
4/3/2020,Napa,California,1,0
4/3/2020,Orange,California,3,0
4/3/2020,Placer,California,2,1
4/3/2020,Sacramento,California,3,0
4/3/2020,San Diego,California,1,0
4/3/2020,San Francisco,California,3,0
4/3/2020,San Mateo,California,1,0
4/3/2020,Santa Clara,California,14,0
4/3/2020,Solano,California,12,0
4/3/2020,Sonoma,California,3,0
4/3/2020,Hillsborough,Florida,2,0
4/3/2020,Manatee,Florida,1,0
4/3/2020,Fulton,Georgia,2,0
4/3/2020,Cook,Illinois,4,0
4/3/2020,Norfolk,Massachusetts,1,0
4/3/2020,Suffolk,Massachusetts,1,0
4/3/2020,Douglas,Nebraska,13,0
4/3/2020,Grafton,New Hampshire,2,0
4/3/2020,Bergen,New Jersey,1,0
4/3/2020,New York City,New York,2,0
4/3/2020,Westchester,New York,9,0
4/3/2020,Wake,North Carolina,1,0
4/3/2020,Washington,Oregon,2,0
4/3/2020,Unknown,Rhode Island,2,0
4/3/2020,Bexar,Texas,11,0
4/3/2020,Fort Bend,Texas,1,0
4/3/2020,Salt Lake,Utah,1,0
4/3/2020,Chelan,Washington,1,0
4/3/2020,King,Washington,33,11
4/3/2020,Snohomish,Washington,8,0
4/3/2020,Spokane,Washington,4,0
4/3/2020,Walla Walla,Washington,1,0
4/3/2020,Dane,Wisconsin,1,0
5/3/2020,Maricopa,Arizona,2,0
5/3/2020,Alameda,California,2,0
5/3/2020,Contra Costa,California,1,0
5/3/2020,Humboldt,California,1,0
5/3/2020,Los Angeles,California,11,0
5/3/2020,Marin,California,1,0
5/3/2020,Napa,California,1,0
5/3/2020,Orange,California,3,0
5/3/2020,Placer,California,2,1
5/3/2020,Sacramento,California,3,0
5/3/2020,San Diego,California,1,0
5/3/2020,San Francisco,California,5,0
5/3/2020,San Mateo,California,1,0
5/3/2020,Santa Clara,California,20,0
5/3/2020,Solano,California,12,0
5/3/2020,Sonoma,California,3,0
5/3/2020,Douglas,Colorado,1,0
5/3/2020,Jefferson,Colorado,1,0
5/3/2020,Hillsborough,Florida,2,0
5/3/2020,Manatee,Florida,1,0
5/3/2020,Santa Rosa,Florida,1,0
5/3/2020,Fulton,Georgia,2,0
5/3/2020,Cook,Illinois,5,0
5/3/2020,Montgomery,Maryland,3,0
5/3/2020,Middlesex,Massachusetts,1,0
5/3/2020,Norfolk,Massachusetts,1,0
5/3/2020,Suffolk,Massachusetts,1,0
5/3/2020,Douglas,Nebraska,13,0
5/3/2020,Clark,Nevada,1,0
5/3/2020,Washoe,Nevada,1,0
5/3/2020,Grafton,New Hampshire,2,0
5/3/2020,Bergen,New Jersey,2,0
5/3/2020,Nassau,New York,1,0
5/3/2020,New York City,New York,4,0
5/3/2020,Westchester,New York,17,0
5/3/2020,Wake,North Carolina,1,0
5/3/2020,Washington,Oregon,2,0
5/3/2020,Unknown,Rhode Island,2,0
5/3/2020,Williamson,Tennessee,1,0
5/3/2020,Bexar,Texas,11,0
5/3/2020,Fort Bend,Texas,1,0
5/3/2020,Harris,Texas,4,0
5/3/2020,Salt Lake,Utah,1,0
5/3/2020,Chelan,Washington,1,0
5/3/2020,King,Washington,52,11
5/3/2020,Snohomish,Washington,17,0
5/3/2020,Spokane,Washington,4,0
5/3/2020,Walla Walla,Washington,1,0
5/3/2020,Dane,Wisconsin,1,0
6/3/2020,Maricopa,Arizona,2,0
6/3/2020,Pinal,Arizona,1,0
6/3/2020,Alameda,California,3,0
6/3/2020,Contra Costa,California,4,0
6/3/2020,Humboldt,California,1,0
6/3/2020,Los Angeles,California,13,0
6/3/2020,Marin,California,1,0
6/3/2020,Napa,California,1,0
6/3/2020,Orange,California,3,0
6/3/2020,Placer,California,5,1
6/3/2020,Sacramento,California,3,0
6/3/2020,San Diego,California,1,0
6/3/2020,San Francisco,California,5,0
6/3/2020,San Mateo,California,1,0
6/3/2020,Santa Clara,California,24,0
6/3/2020,Solano,California,12,0
6/3/2020,Sonoma,California,3,0
6/3/2020,Yolo,California,1,0
6/3/2020,Denver,Colorado,2,0
6/3/2020,Douglas,Colorado,3,0
6/3/2020,Eagle,Colorado,1,0
6/3/2020,El Paso,Colorado,1,0
6/3/2020,Jefferson,Colorado,1,0
6/3/2020,Broward,Florida,2,0
6/3/2020,Hillsborough,Florida,2,0
6/3/2020,Lee,Florida,1,1
6/3/2020,Manatee,Florida,1,0
6/3/2020,Santa Rosa,Florida,1,1
6/3/2020,Fulton,Georgia,2,0
6/3/2020,Polk,Georgia,1,0
6/3/2020,Honolulu,Hawaii,1,0
6/3/2020,Cook,Illinois,6,0
6/3/2020,Marion,Indiana,1,0
6/3/2020,Fayette,Kentucky,1,0
6/3/2020,Montgomery,Maryland,3,0
6/3/2020,Middlesex,Massachusetts,1,0
6/3/2020,Norfolk,Massachusetts,3,0
6/3/2020,Suffolk,Massachusetts,4,0
6/3/2020,Ramsey,Minnesota,1,0
6/3/2020,Douglas,Nebraska,14,0
6/3/2020,Clark,Nevada,1,0
6/3/2020,Washoe,Nevada,1,0
6/3/2020,Grafton,New Hampshire,2,0
6/3/2020,Bergen,New Jersey,3,0
6/3/2020,Camden,New Jersey,1,0
6/3/2020,Nassau,New York,4,0
6/3/2020,New York City,New York,5,0
6/3/2020,Rockland,New York,2,0
6/3/2020,Westchester,New York,33,0
6/3/2020,Chatham,North Carolina,1,0
6/3/2020,Wake,North Carolina,1,0
6/3/2020,Tulsa,Oklahoma,1,0
6/3/2020,Washington,Oregon,2,0
6/3/2020,Delaware,Pennsylvania,1,0
6/3/2020,Wayne,Pennsylvania,1,0
6/3/2020,Unknown,Rhode Island,3,0
6/3/2020,Charleston,South Carolina,1,0
6/3/2020,Kershaw,South Carolina,1,0
6/3/2020,Williamson,Tennessee,1,0
6/3/2020,Bexar,Texas,11,0
6/3/2020,Fort Bend,Texas,3,0
6/3/2020,Harris,Texas,5,0
6/3/2020,Davis,Utah,1,0
6/3/2020,Salt Lake,Utah,1,0
6/3/2020,Washington,Utah,1,0
6/3/2020,Chelan,Washington,1,0
6/3/2020,Clark,Washington,1,0
6/3/2020,Jefferson,Washington,1,0
6/3/2020,King,Washington,59,12
6/3/2020,Pierce,Washington,1,0
6/3/2020,Snohomish,Washington,18,0
6/3/2020,Spokane,Washington,4,0
6/3/2020,Walla Walla,Washington,1,0
6/3/2020,Dane,Wisconsin,1,0
7/3/2020,Maricopa,Arizona,2,0
7/3/2020,Pinal,Arizona,3,0
7/3/2020,Alameda,California,3,0
7/3/2020,Contra Costa,California,4,0
7/3/2020,Fresno,California,1,0
7/3/2020,Humboldt,California,1,0
7/3/2020,Los Angeles,California,14,0
7/3/2020,Madera,California,1,0
7/3/2020,Marin,California,1,0
7/3/2020,Napa,California,1,0
7/3/2020,Orange,California,3,0
7/3/2020,Placer,California,5,1
7/3/2020,Riverside,California,1,0
7/3/2020,Sacramento,California,3,0
7/3/2020,San Diego,California,1,0
7/3/2020,San Francisco,California,11,0
7/3/2020,San Mateo,California,1,0
7/3/2020,Santa Clara,California,32,0
7/3/2020,Santa Cruz,California,1,0
7/3/2020,Solano,California,12,0
7/3/2020,Sonoma,California,3,0
7/3/2020,Yolo,California,1,0
7/3/2020,Denver,Colorado,2,0
7/3/2020,Douglas,Colorado,3,0
7/3/2020,Eagle,Colorado,1,0
7/3/2020,El Paso,Colorado,1,0
7/3/2020,Jefferson,Colorado,1,0
7/3/2020,District of Columbia,District of Columbia,1,0
7/3/2020,Broward,Florida,2,0
7/3/2020,Charlotte,Florida,1,0
7/3/2020,Hillsborough,Florida,2,0
7/3/2020,Lee,Florida,2,1
7/3/2020,Manatee,Florida,2,0
7/3/2020,Okaloosa,Florida,1,0
7/3/2020,Santa Rosa,Florida,1,1
7/3/2020,Volusia,Florida,1,0
7/3/2020,Cobb,Georgia,1,0
7/3/2020,Fulton,Georgia,4,0
